"contrast","estimate","SE","df","t.ratio","p.value","trait"
"141 - 702co141",3.08308095660413,5.86100936765196,31.0826216611388,0.526032422609704,0.828573743635957,"leaf4"
"141 - 717co141",17.8830809566041,5.86100936765196,31.0826216611388,3.05119474050055,0.00822456640655736,"leaf4"
"141 - 733co141",13.5330809566041,5.86100936765196,31.0826216611387,2.30900176193128,0.0462603098339187,"leaf4"
"522co141 - 702co141",-4.19999999999997,5.8407833372257,30.6757146761033,-0.719081629553291,0.673444164272884,"leaf4"
"522co141 - 717co141",10.6,5.8407833372257,30.6757146761033,1.81482506506308,0.128345192441182,"leaf4"
"522co141 - 733co141",6.24999999999999,5.8407833372257,30.6757146761033,1.07006194874002,0.435450210502001,"leaf4"
"702co141 - 717co141",14.8,5.8407833372257,30.6757146761033,2.53390669461637,0.0285480943179741,"leaf4"
"702co141 - 733co141",10.45,5.8407833372257,30.6757146761033,1.78914357829331,0.131168436242979,"leaf4"
"717co141 - 733co141",-4.35,5.8407833372257,30.6757146761033,-0.744763116323058,0.668804307471726,"leaf4"
"InCtrl - ExCtrl",-2.68623032893288,1.3369630622935,30.7034056946041,-2.0092030996913,0.0917415748387228,"chloro4"
"InCtrl - 522",0.133769671067124,1.09425749487779,30.9712029772687,0.122246977236436,0.955617824398764,"chloro4"
"InCtrl - 702",-0.846230328932879,1.09425749487779,30.9712029772687,-0.77333747577154,0.569423170402114,"chloro4"
"InCtrl - 717",-1.21980699905003,1.10211496701135,31.7788646744514,-1.10678743648481,0.380613935198716,"chloro4"
"InCtrl - 733",-1.20916097559998,1.10211496701135,31.7788646744513,-1.0971278058939,0.380613935198716,"chloro4"
"InCtrl - 141",-22.8233285260384,1.10211496701135,31.7788646744514,-20.708663986235,1.69877689701823e-18,"chloro4"
"InCtrl - 522co141",-22.0862303289329,1.09425749487779,30.9712029772687,-20.1837597021892,1.69877689701823e-18,"chloro4"
"InCtrl - 702co141",-22.1662303289329,1.09425749487779,30.9712029772687,-20.2568686371287,1.69877689701823e-18,"chloro4"
"InCtrl - 717co141",-21.6215677625442,1.10211496701135,31.7788646744513,-19.6182507358342,1.69877689701823e-18,"chloro4"
"InCtrl - 733co141",-21.5412303289329,1.09425749487779,30.9712029772687,-19.6857050829144,2.08769469182942e-18,"chloro4"
"ExCtrl - 522",2.82,1.33049325234028,30.1699928447008,2.11951469504993,0.0751995805267359,"chloro4"
"ExCtrl - 702",1.84,1.33049325234028,30.1699928447008,1.38294575847229,0.294720085534419,"chloro4"
"ExCtrl - 717",1.46642332988285,1.3369630622935,30.7034056946034,1.09683159635485,0.380613935198716,"chloro4"
"ExCtrl - 733",1.47706935333289,1.3369630622935,30.7034056946035,1.10479443672815,0.380613935198716,"chloro4"
"ExCtrl - 141",-20.1370981971056,1.3369630622935,30.7034056946034,-15.061820902188,2.11686170779905e-15,"chloro4"
"ExCtrl - 522co141",-19.4,1.33049325234028,30.1699928447008,-14.5810585404144,6.56462628060885e-15,"chloro4"
"ExCtrl - 702co141",-19.48,1.33049325234028,30.1699928447008,-14.6411866168698,6.10315622264792e-15,"chloro4"
"ExCtrl - 717co141",-18.9353374336113,1.3369630622935,30.7034056946034,-14.1629473301443,9.96857157973978e-15,"chloro4"
"ExCtrl - 733co141",-18.855,1.33049325234028,30.1699928447008,-14.1714360195626,1.30167065386374e-14,"chloro4"
"522 - 702",-0.980000000000004,1.08634319148325,30.1699928447008,-0.90210902749982,0.489951698602009,"chloro4"
"522 - 717",-1.35357667011715,1.09425749487779,30.9712029772678,-1.236981858889,0.35981747893144,"chloro4"
"522 - 733",-1.34293064666711,1.09425749487779,30.9712029772678,-1.22725286594184,0.35981747893144,"chloro4"
"522 - 141",-22.9570981971056,1.09425749487779,30.9712029772678,-20.9796124811277,1.69877689701823e-18,"chloro4"
"522 - 522co141",-22.22,1.08634319148325,30.1699928447008,-20.4539414194346,1.69877689701823e-18,"chloro4"
"522 - 702co141",-22.3,1.08634319148325,30.1699928447008,-20.5275829726999,1.69877689701823e-18,"chloro4"
"522 - 717co141",-21.7553374336113,1.09425749487779,30.9712029772678,-19.8813693627395,1.71350407782822e-18,"chloro4"
"522 - 733co141",-21.675,1.08634319148325,30.1699928447008,-19.9522583378148,2.62946629168808e-18,"chloro4"
"702 - 717",-0.373576670117146,1.09425749487779,30.9712029772678,-0.341397405881025,0.800599043292918,"chloro4"
"702 - 733",-0.362930646667105,1.09425749487779,30.9712029772678,-0.331668412933867,0.800599043292918,"chloro4"
"702 - 141",-21.9770981971056,1.09425749487779,30.9712029772678,-20.0840280281197,1.69877689701823e-18,"chloro4"
"702 - 522co141",-21.24,1.08634319148325,30.1699928447008,-19.5518323919348,3.28508428811639e-18,"chloro4"
"702 - 702co141",-21.32,1.08634319148325,30.1699928447008,-19.6254739452001,3.28508428811639e-18,"chloro4"
"702 - 717co141",-20.7753374336113,1.09425749487779,30.9712029772678,-18.9857849097315,3.48152224701267e-18,"chloro4"
"702 - 733co141",-20.695,1.08634319148325,30.1699928447008,-19.050149310315,5.31584436301561e-18,"chloro4"
"717 - 733",0.0106460234500405,1.10211496701134,31.7788646744505,0.00965963059090815,0.992353236808752,"chloro4"
"717 - 141",-21.6035215269884,1.10211496701134,31.7788646744505,-19.6018765497502,1.69877689701823e-18,"chloro4"
"717 - 522co141",-20.8664233298828,1.09425749487779,30.9712029772678,-19.0690248205367,3.28508428811639e-18,"chloro4"
"717 - 702co141",-20.9464233298829,1.09425749487779,30.9712029772678,-19.1421337554761,3.28508428811639e-18,"chloro4"
"717 - 717co141",-20.4017607634942,1.10211496701134,31.7788646744505,-18.5114632993494,3.48152224701267e-18,"chloro4"
"717 - 733co141",-20.3214233298829,1.09425749487779,30.9712029772678,-18.5709702012619,5.31584436301561e-18,"chloro4"
"733 - 141",-21.6141675504385,1.10211496701134,31.7788646744505,-19.6115361803411,1.69877689701823e-18,"chloro4"
"733 - 522co141",-20.8770693533329,1.09425749487779,30.9712029772678,-19.0787538134838,3.28508428811639e-18,"chloro4"
"733 - 702co141",-20.9570693533329,1.09425749487779,30.9712029772678,-19.1518627484233,3.28508428811639e-18,"chloro4"
"733 - 717co141",-20.4124067869442,1.10211496701134,31.7788646744505,-18.5211229299403,3.48152224701267e-18,"chloro4"
"733 - 733co141",-20.3320693533329,1.09425749487779,30.9712029772678,-18.580699194209,5.31584436301561e-18,"chloro4"
"141 - 522co141",0.737098197105578,1.09425749487779,30.9712029772678,0.673605801702002,0.631947832889382,"chloro4"
"141 - 702co141",0.657098197105551,1.09425749487779,30.9712029772678,0.600496866762552,0.675332067358322,"chloro4"
"141 - 717co141",1.20176076349422,1.10211496701134,31.7788646744505,1.09041325040081,0.380613935198716,"chloro4"
"141 - 733co141",1.28209819710555,1.09425749487779,30.9712029772678,1.17166042097682,0.380613935198716,"chloro4"
"522co141 - 702co141",-0.0800000000000267,1.08634319148325,30.1699928447008,-0.0736415532653158,0.959389616158611,"chloro4"
"522co141 - 717co141",0.464662566388647,1.09425749487779,30.9712029772678,0.424637316686181,0.756571682276585,"chloro4"
"522co141 - 733co141",0.544999999999973,1.08634319148325,30.1699928447008,0.501683081619771,0.712913174068099,"chloro4"
"702co141 - 717co141",0.544662566388673,1.09425749487779,30.9712029772678,0.497746251625632,0.712913174068099,"chloro4"
"702co141 - 733co141",0.625,1.08634319148325,30.1699928447008,0.575324634885087,0.680730437390282,"chloro4"
"717co141 - 733co141",0.0803374336113265,1.09425749487779,30.9712029772678,0.073417302588637,0.959389616158611,"chloro4"
"InCtrl - ExCtrl",-0.0777164169891756,0.232703050642333,30.7832296530577,-0.333972488863613,0.929703880531817,"ratio"
"InCtrl - 522",-0.174411183565842,0.190343576906373,30.9892192105155,-0.916296658918162,0.560063927048702,"ratio"
"InCtrl - 702",-0.000600277666309272,0.190343576906373,30.9892192105155,-0.00315365338860128,0.997503967179561,"ratio"
"InCtrl - 717",-0.0403935499899956,0.191366897664023,31.6099322128846,-0.211079086733764,0.957652456454766,"ratio"
"InCtrl - 733",-0.0133766469544437,0.191366897664023,31.6099322128846,-0.0699005267772522,0.964450716478638,"ratio"
"InCtrl - 141",-1.45381566067286,0.191366897664023,31.6099322128846,-7.5970069976537,9.91866871002452e-08,"ratio"
"InCtrl - 522co141",-1.72777867309752,0.190343576906373,30.9892192105155,-9.07715774379603,6.73793524305967e-09,"ratio"
"InCtrl - 702co141",-1.38982499156846,0.190343576906373,30.9892192105155,-7.30166477985279,1.21508256382887e-07,"ratio"
"InCtrl - 717co141",-1.37006112134388,0.191366897664023,31.6099322128846,-7.15934227950572,1.32640631127728e-07,"ratio"
"InCtrl - 733co141",-1.43283821994848,0.190343576906373,30.9892192105155,-7.52764155868141,9.91866871002452e-08,"ratio"
"ExCtrl - 522",-0.0966947665766661,0.231862238249803,30.37264257736,-0.417035422872479,0.929703880531817,"ratio"
"ExCtrl - 702",0.0771161393228663,0.231862238249803,30.37264257736,0.332594647170546,0.929703880531817,"ratio"
"ExCtrl - 717",0.0373228669991799,0.232703050642334,30.7832296530582,0.160388387243558,0.964450716478638,"ratio"
"ExCtrl - 733",0.0643397700347319,0.232703050642334,30.7832296530581,0.276488726113103,0.957652456454766,"ratio"
"ExCtrl - 141",-1.37609924368369,0.232703050642334,30.7832296530582,-5.91354191483617,3.28277703286707e-06,"ratio"
"ExCtrl - 522co141",-1.65006225610834,0.231862238249803,30.37264257736,-7.11656313060605,1.58008446891272e-07,"ratio"
"ExCtrl - 702co141",-1.31210857457929,0.231862238249803,30.37264257736,-5.65900072596407,6.59950659974831e-06,"ratio"
"ExCtrl - 717co141",-1.29234470435471,0.232703050642334,30.7832296530582,-5.55362166842002,8.23417611549202e-06,"ratio"
"ExCtrl - 733co141",-1.35512180295931,0.231862238249803,30.37264257736,-5.84451272957752,4.04534401228942e-06,"ratio"
"522 - 702",0.173810905899532,0.189314724777214,30.37264257736,0.918105583726113,0.560063927048702,"ratio"
"522 - 717",0.134017633575846,0.190343576906373,30.9892192105162,0.704082773656013,0.704345548281275,"ratio"
"522 - 733",0.161034536611398,0.190343576906373,30.9892192105162,0.846020334537519,0.600580745460929,"ratio"
"522 - 141",-1.27940447710702,0.190343576906373,30.9892192105162,-6.7215531929209,3.84245154592848e-07,"ratio"
"522 - 522co141",-1.55336748953168,0.189314724777214,30.37264257736,-8.20521220079254,3.69749205420806e-08,"ratio"
"522 - 702co141",-1.21541380800262,0.189314724777214,30.37264257736,-6.42007012097408,9.017863456497e-07,"ratio"
"522 - 717co141",-1.19564993777804,0.190343576906373,30.9892192105162,-6.2815355117875,1.16975628015738e-06,"ratio"
"522 - 733co141",-1.25842703638264,0.189314724777214,30.37264257736,-6.64727499598123,5.002141777567e-07,"ratio"
"702 - 717",-0.0397932723236864,0.190343576906373,30.9892192105162,-0.209060231873545,0.957652456454766,"ratio"
"702 - 733",-0.0127763692881344,0.190343576906373,30.9892192105162,-0.0671226709920393,0.964450716478638,"ratio"
"702 - 141",-1.45321538300655,0.190343576906373,30.9892192105162,-7.63469619845046,9.91866871002452e-08,"ratio"
"702 - 522co141",-1.72717839543121,0.189314724777214,30.37264257736,-9.12331778451865,6.73793524305967e-09,"ratio"
"702 - 702co141",-1.38922471390215,0.189314724777214,30.37264257736,-7.33817570470019,1.21508256382887e-07,"ratio"
"702 - 717co141",-1.36946084367757,0.190343576906373,30.9892192105162,-7.19467851731706,1.32640631127728e-07,"ratio"
"702 - 733co141",-1.43223794228217,0.189314724777214,30.37264257736,-7.56538057970734,9.91866871002452e-08,"ratio"
"717 - 733",0.0270169030355519,0.191366897664023,31.6099322128854,0.141178559956512,0.964450716478638,"ratio"
"717 - 141",-1.41342211068287,0.191366897664023,31.6099322128854,-7.38592791091992,1.04446132080956e-07,"ratio"
"717 - 522co141",-1.68738512310752,0.190343576906373,30.9892192105162,-8.86494385853386,7.23382303381347e-09,"ratio"
"717 - 702co141",-1.34943144157847,0.190343576906373,30.9892192105162,-7.08945089459062,1.58008446891272e-07,"ratio"
"717 - 717co141",-1.32966757135389,0.191366897664023,31.6099322128854,-6.94826319277194,1.92208693939888e-07,"ratio"
"717 - 733co141",-1.39244466995849,0.190343576906373,30.9892192105162,-7.31542767341924,1.21508256382887e-07,"ratio"
"733 - 141",-1.44043901371842,0.191366897664023,31.6099322128854,-7.52710647087643,9.91866871002452e-08,"ratio"
"733 - 522co141",-1.71440202614308,0.190343576906373,30.9892192105162,-9.00688141941537,6.73793524305967e-09,"ratio"
"733 - 702co141",-1.37644834461402,0.190343576906373,30.9892192105162,-7.23138845547213,1.32640631127728e-07,"ratio"
"733 - 717co141",-1.35668447438944,0.191366897664023,31.6099322128854,-7.08944175272845,1.50014748680683e-07,"ratio"
"733 - 733co141",-1.41946157299404,0.190343576906373,30.9892192105162,-7.45736523430075,1.04446132080956e-07,"ratio"
"141 - 522co141",-0.273963012424657,0.190343576906373,30.9892192105162,-1.43930789195695,0.258966999048272,"ratio"
"141 - 702co141",0.063990669104397,0.190343576906373,30.9892192105162,0.33618507198629,0.929703880531817,"ratio"
"141 - 717co141",0.0837545393289785,0.191366897664023,31.6099322128854,0.437664718147982,0.929703880531817,"ratio"
"141 - 733co141",0.0209774407243772,0.190343576906373,30.9892192105162,0.110208293157671,0.964450716478638,"ratio"
"522co141 - 702co141",0.337953681529054,0.189314724777214,30.37264257736,1.78514207981846,0.144769142458305,"ratio"
"522co141 - 717co141",0.357717551753636,0.190343576906373,30.9892192105162,1.87932557309034,0.123542017470221,"ratio"
"522co141 - 733co141",0.294940453149035,0.189314724777214,30.37264257736,1.55793720481131,0.216013787747684,"ratio"
"702co141 - 717co141",0.0197638702245815,0.190343576906373,30.9892192105162,0.103832609147105,0.964450716478638,"ratio"
"702co141 - 733co141",-0.0430132283800198,0.189314724777214,30.37264257736,-0.227204875007149,0.957652456454766,"ratio"
"717co141 - 733co141",-0.0627770986046012,0.190343576906373,30.9892192105162,-0.329809387975724,0.929703880531817,"ratio"
"InCtrl - ExCtrl",1.85290350218075,37.0801782402311,30.8453860528097,0.0499701886591904,0.996871616822083,"shoot_mass"
"InCtrl - 522",-2.05209649781923,30.3154807295717,30.9985317411977,-0.0676913724748387,0.996871616822083,"shoot_mass"
"InCtrl - 702",9.08590350218077,30.3154807295717,30.9985317411978,0.299711674811667,0.980341650054214,"shoot_mass"
"InCtrl - 717",0.819301345273218,30.4340968455697,31.4595784649054,0.0269205079234176,0.996871616822083,"shoot_mass"
"InCtrl - 733",0.00205751377620109,30.4340968455697,31.4595784649054,6.76055473780423e-05,0.999946485463925,"shoot_mass"
"InCtrl - 141",-218.628204464908,30.4340968455697,31.4595784649054,-7.18366001049028,5.47697321352966e-07,"shoot_mass"
"InCtrl - 522co141",-180.349096497819,30.3154807295717,30.9985317411977,-5.94907592284672,5.34673398169685e-06,"shoot_mass"
"InCtrl - 702co141",-203.890596497819,30.3154807295717,30.9985317411977,-6.72562636616647,9.69397303859967e-07,"shoot_mass"
"InCtrl - 717co141",-121.532467498209,30.4340968455697,31.4595784649054,-3.99329962426339,0.000743467065425403,"shoot_mass"
"InCtrl - 733co141",-131.549096497819,30.3154807295717,30.9985317411977,-4.33933730661568,0.000352774403781324,"shoot_mass"
"ExCtrl - 522",-3.90499999999999,36.9828844113979,30.5399071933289,-0.105589384444997,0.996871616822083,"shoot_mass"
"ExCtrl - 702",7.23300000000001,36.9828844113979,30.5399071933289,0.195576957155101,0.996871616822083,"shoot_mass"
"ExCtrl - 717",-1.03360215690754,37.080178240231,30.8453860528096,-0.0278747893338362,0.996871616822083,"shoot_mass"
"ExCtrl - 733",-1.85084598840455,37.080178240231,30.8453860528096,-0.0499147004206262,0.996871616822083,"shoot_mass"
"ExCtrl - 141",-220.481107967088,37.080178240231,30.8453860528095,-5.94606386567668,5.34673398169685e-06,"shoot_mass"
"ExCtrl - 522co141",-182.202,36.9828844113979,30.5399071933289,-4.92665736866771,8.39004685708845e-05,"shoot_mass"
"ExCtrl - 702co141",-205.7435,36.982884411398,30.5399071933289,-5.56320858349791,1.45071035281511e-05,"shoot_mass"
